"Name","Phone","Address"

"Divine Aesthetic & Laser Cl...","+ 91  183 5007431",""
"Simran Skin Care Clinic","+ 91  183 2254677",""
"Dream Smiles Dental & Skin ...","+ 91  183 5017344",""
"Dr Jasleens Skin And Laser ...","+ 91  183 2560451",""
"Dr Rakesh Bharti","+ 91  183 2277822",""
"Dr Rakesh Kumar Gupta","+ 91  9501103394",""
"Dr Anurag Mahajan Skin Clinic","+ 91  183 2582500",""
"Dr Komal Skin And Cosmetology ...","+ 91  183 2500900",""
"Arora Skin And Hair Clinic","+ 91  9815948806",""
"Eternal Youth","+ 91  183 2228416",""
"Sharma Skin Care","+ 91  183 2224999",""
