"Name","Phone","Address"

"VISA ACADEMY","+ 91  183 5005019","1ST FLOOR, SCO-122, B BLOCK RANJIT AVENUE, Ranjit Avenue, Amritsar - 143001, IDEA SHOWROOM"
"Vijay Music Academy","+ 91  9914215212","murabeya wali gali, taran taran road, Amritsar - 143001, opp petro pump"
"Perfect Academy Of Roller Skating","+ 91  9417490629","mall road, ( company bagh), Ram Bagh, Amritsar - 143001, lawrence road chowk"
"Murria Immigration Consultant ...","+ 91  183 2227327","18, Cool Rd, Amritsar - 143001, Modern Clny,Nr BMC Chowk"
"R K Academy Of Mathematics","+ 91  9872921881","26/4, Corber Building, Amritsar - 143001, Near Jagat Jyoti School"
"The Make Up Studio & Academy","+ 91  183 5007272","236, B Block, Ranjit Avenue, Amritsar - 143001, Near Ramsharnam hospital"
"MSB Immigration & Visa Services","+ 91  183 5057786","1st Floor, Durga Ice Cream, Lawrence Road, Amritsar - 143001"
"Healthway Immigration Consulta...","+ 91  183 2505965","deep complex, Amritsar - 143001, Ranjit Avenue"
"Ranjit Sonu","+ 91  9888449728","Amritsar - 143001"
"FATHOM IELTS ACADEMY","+ 91  9988099455","Plot no 12, Street No 1, Rani Ka Bagh, Amritsar - 143001, Model Town"
"New Grace Beauty Salon & Academy","+ 91  9915595344","Shop Numbe 2879, Gali Ariyan, Amritsar - 143001, Opposite Sarabjit Jewellers, Maan Singh Gate"
"E Skills Academy","+ 91  9530897604","B-264,Ranjit Avenue, AMRITSAR - 143001, Opp BSNL Exchange Office"
"Overseas Education And Immigra...","+ 91  9779057776","Sco 42 Disst Shopp Cmplx, Amritsar - 143001, Nr Mk Hotel"
"Career Bridge Academy (Cba)","+ 91  183 5008156","2nd floor,opposite ganga building, backside apollo pharmacy, Amritsar - 143001, Putlighar"
"Healthway Immigration","+ 91  183 2530665","77 City Centre, Amritsar - 143001"
"Danish Immigration Consultants","+ 91  183 5014005","Shop No 88-89 Kabir Market, Opp HDFC Bank, Amritsar - 143001, Near King Palace"
"Lakshay Academy","+ 91  183 3203087","Ranjit Avenue, Amritsar - 143001"
"Avenue Boutique","+ 91  8557961244","G S P Road, Amritsar - 143001, Opposite Krishna Mandir, Shah Markit, Batala"
"Ranjit Engg Works","+ 91  9815755175","Majitha Road, Amritsar - 143001"
