"Name","Phone","Address"

"Jain Jewel Craft","+ 91  9872423006","Hoshiarpur - 146001, Partap Bazar"
"Jain Silk House","+ 91  1882 232657","Hoshiarpur - 146001, Kashmiri Bazar"
"Jain Jewellers","+ 91  1882 223005","Hoshiarpur - 146001"
"Jain Video Electronic","+ 91  9815351074","Main Market, Jalandhar Road, Hoshiarpur - 146001, Opp. Raj Scan Center"
"Jain Shingar Store","+ 91  1882 221709","Nai Abadi, Hoshiarpur - 146001, Geeta Nagar"
"Jain Sales Corp","+ 91  1882 222878","Hoshiarpur - 146001, khanpuri gate"
"Jain Stationery Mart","+ 91  1882 226043","Kashmiri Bazar,, Hoshiarpur - 146001"
"Jain Electronics","+ 91  9878914807","Main Market Mukerian, Talwara Road, Hoshiarpur - 146001"
"Jain YUVA Mandal","+ 91  1882 238029","Jain YUVA Mandal C,O Divya Anand Book Bank Sarafan Bazar Hoshiarpur, Hoshiarpur - 146001"
"Jain Patar Bhandar","+ 91  1882 221005","Bazar Sarafan, Hoshiarpur - 146001, Kanak Mandi"
"Jain Textiles","+ 91  9463692989","Sheesh Mahal Bazar, Hoshiarpur - 146001"
"Jain Toys","+ 91  9646949405","Railway Road, Hoshiarpur - 146001, Opposite Mashhoor Jalebi"
"Jain Silver Centre","+ 91  1882 223725","Arora Complex, Jalandhar Road, Hoshiarpur - 146001, Opposite Punjab Boot House"
"Jain Decoratives","+ 91  1882 227740","Hoshiarpur - 146001, Nr Kanak Mandi,Dabbi Bzr"
"Jain General Store","+ 91  9463220008","Kashmiri Bazar, Hoshiarpur - 146001, Near Clock Tower"
"Jain times","+ 91  9888421379","Hoshiarpur - 146001, Phagwara Chowk Near Union Bank"
"Jain Property Advisor","+ 91  9417819907","Sarafan Bazar, Hoshiarpur - 146001"
"Jain Gift Gallery","+ 91  9988398687","Hoshiarpur - 146001, Sarafan Bazar, Near Kanak Mandi Chowk"
"Jain Apparels","+ 91  9980000358","Mall Road, Opp LIC Building,, Hoshiarpur - 146001"
"Jain Saw Mills","+ 91  1882 238841","Sukhiabad Bwn Rd, Hoshiarpur - 146001"
"Jain Saree Centre","+ 91  1882 230577","Sheesh Mehal Bazar, Hoshiarpur - 146001"
"Jain Ornament House","+ 91  1882 221015","Khara Khu, Hoshiarpur - 146001"
"Jain Sales Corporation","+ 91  9814311285","Khanpuri Gate, Hoshiarpur - 146001, Near Electricity Office"
"Jain Electricals","+ 91  9915724844","Afgan Road, Hoshiarpur - 146001"
"Jain Computer World","+ 91  9815866356","Outside Garhi Gate, Hoshiarpur - 146001, Near Kanak Mandi"
"Jain Crockery House","+ 91  9464062314","Sarafan Bazar, Hoshiarpur - 146001, Kanak Mandi"
"Jain Electric Works","+ 91  9780883055","Dabbi Bazar, Hoshiarpur - 146001"
"Jain Enterprises","+ 91  1882 500185","balachaur, Ajram, Hoshiarpur - 146111, Opposite Baba Balraj Mandir"
"Jain Automobile","+ 91  1883 502640","G T Road, Mukerian, Hoshiarpur - 144211"
"Jain Tv Center","+ 91  1883 500675","Mukerian, Hoshiarpur - 144211, Sangar Bazar"
"Jain Garments","+ 91  9815986211","Mukerian, Hoshiarpur - 144211, Bohar Wala Bzr"
"Jain Electronics","+ 91  1883 502622","Hajipur Road, Mukerian, Hoshiarpur - 144211"
"Shadi LAL Tarsem LAL Jain","+ 91  1882 225182","Heera Colony,, Hoshiarpur - 146001, Opp Gian Niketan School,"
"Food Craft Institute","+ 91  1882 237700","Chandigarh Road, Hoshiarpur - 146001, Ram Colony Camp"
"Bhagwan Mahavir Jain Charitabl...","+ 91  1882 520320","1, Safran Bajar, Hoshiarpur - 146001, Main Road"
"Uphaar Crafts","+ 91  1882 220242","Hoshiarpur - 146001, Partap Bazar"
"Hansraj Teckchand Jain","+ 91  9417516554","Hoshiarpur - 146001"
"Tech Chand LAL Jain","+ 91  1882 223440","Hoshiarpur - 146001"
"Anup Kumar Jain & Co","+ 91  9888550083","32,Railway Mandi, C/O Near Chand Industries, Hoshiarpur, Punjab, Hoshiarpur - 146001"
"Khushi Ram Raj Pal Jain","+ 91  1882 222824","Hoshiarpur - 146001, Purani Kanak Mandi, Chowk"
"Chaman LAL Devinder Kumar Jain...","+ 91  1882 243295","Hoshiarpur - 146001, Bazar Sarafan"
"Jagdambay Jewels","+ 91  9888705105","G. T. Road, Jalandhar- 144 001, Hoshiarpur - 146001"
"Dr Mool Chand Jain","+ 91  1882 242020","C/O Saini Hospital, Model Town, Hoshiarpur - 146001, Opposite Shahid Udham Singh Park, Near Roshan Ground"
"TEK Chand Jawahar LAL Jain","+ 91  1882 2223440","Hoshiarpur - 146001, Sarafan Bazar,"
