"Name","Phone","Address"

"Cupa","+ 91  80 32524747","Corporation Dog Pound, Lakshman Rao Nagar, Vivek Nagar, Bangalore - 560047, Opposite To National Games Village"
"Karuna Animal Shelter","+ 91  80 23411181","Veternary College Campus, Bellary Road, Hebbal, Bangalore - 560024"
"Karuna Animal Welfare Association","+ 91  80 22860205","Kasturba Road, Bangalore - 560001, Beside Government Fisheries Department Building"
"Akhila Karnataka Prani Daya Sa...","+ 91  80 25532204","80 Feet Road, Tank Bund Road, Koramangala 6th Block, Bangalore - 560095, Opposite To HDFC Bank"
"Government Veterinary Hospital","","Queens Road Circle, Queens Road, Bangalore - 560001, Near To Bus Stop"
"Charlies Animal Rescue Centre","+ 91  80 69999372","No.19/1, Jakkur Village, Yelahanka, Bangalore - 560064, Near Century Celestial"
"Animal Rights Fund (Corporate ...","+ 91  80 22342820","No.10-4/2, Comfort Manor, 1st Floor, Kumara Krupa Road, Bangalore - 560001, Opposite To Chitrakala Parishath"
"Mysore Kennel Club","+ 91  80 25532766","No.630, 17th A Main Road, 6th Block, Koramangala, Bangalore - 560095, Near Indian Bank"
"Animal Rights Fund","+ 91  9845009681","Survey No.206, Kengeri Satelite Town, Bangalore - 560060, Next To Keb Sub Station"
"Animals Birds Nature Foundation","+ 91  8792852102","No.171/4, Sneha Building, 6th A Main, 3rd Block, Thyagaraja Nagar, Bangalore - 560004, Near Ssm School"
"Bangalore Gourkshan Sala","+ 91  80 28510272","Outer Ring Road, Doddanakundi Industrial Area, Mahadevapura, Bangalore - 560048"
"Karnataka State Wildlife Board","","8th Floor, V V Tower, Ambedkar Veedhi, Bangalore - 560001"
"GLOBAL SOCIAL-WELFARE ASSOCIAT...","","#7/33, H. M. Main road, Lingarajapuram, Bangalore - 560084, Opp Raju clinic"
"Sarvodaya Sevabhavi Samstha","","Government Vet Hospital Campus, Queens Road, Bangalore - 560001"
"Rajesh","+ 91  7259725550","No.21/B, 59th A Cross, 4th N Block, Rajajinagar, Bangalore - 560010, Near Sujatha Theatre"
"Vanamitra","+ 91  9590331323","No.48, 16th Cross, Rmv Extension 2nd Stage, Bangalore - 560094, elgehalli"
"Solidus Hitech Products PVT LTD","+ 91  9731909869","Mani House, Jigani, Jigani, Bangalore - 560105, Near Vinayaka Nagar"
"SRI BYRAVESHWARA HOTEL","+ 91  9738401776","Dasappa complex, Hesagratta main road, Bangalore - 560089, Near bus stop"
"Animal Welfare Board Of India","04424454935","No.13/1,Po Box No.8672, 3rd Seaward Rd,Valmiki Nagar,Thiruvanmiyur, Chennai - 600087
(Also serves BANGALORE)"
"Earth Heroes","+ 91  22 2301684","No.145/146, Pragati Indl Est,Nm Joshi Marg, Mumbai - 400001
(Also serves BANGALORE)"
